groupcode,groupname,groupcode_s,groupname_s,countrycode,countryname,countrycode_s,countryname_s
G401,Middle East and Central Asia: Oil Exporters,401,Middle East and Central Asia: Oil Exporters,TKM,Turkmenistan,925,Turkmenistan
G401,Middle East and Central Asia: Oil Exporters,401,Middle East and Central Asia: Oil Exporters,ARE,United Arab Emirates,466,United Arab Emirates
G402,Middle East and Central Asia: Oil Importers,402,Middle East and Central Asia: Oil Importers,AFG,"Afghanistan, Islamic Republic of",512,Afghanistan
G402,Middle East and Central Asia: Oil Importers,402,Middle East and Central Asia: Oil Importers,ARM,"Armenia, Republic of",911,Armenia
G402,Middle East and Central Asia: Oil Importers,402,Middle East and Central Asia: Oil Importers,DJI,Djibouti,611,Djibouti
G402,Middle East and Central Asia: Oil Importers,402,Middle East and Central Asia: Oil Importers,EGY,"Egypt, Arab Republic of",469,Egypt
G402,Middle East and Central Asia: Oil Importers,402,Middle East and Central Asia: Oil Importers,GEO,Georgia,915,Georgia
G402,Middle East and Central Asia: Oil Importers,402,Middle East and Central Asia: Oil Importers,JOR,Jordan,439,Jordan
G402,Middle East and Central Asia: Oil Importers,402,Middle East and Central Asia: Oil Importers,KGZ,Kyrgyz Republic,917,Kyrgyz Republic
G402,Middle East and Central Asia: Oil Importers,402,Middle East and Central Asia: Oil Importers,LBN,Lebanon,446,Lebanon
G402,Middle East and Central Asia: Oil Importers,402,Middle East and Central Asia: Oil Importers,MRT,"Mauritania, Islamic Republic of",682,Mauritania
G402,Middle East and Central Asia: Oil Importers,402,Middle East and Central Asia: Oil Importers,MAR,Morocco,686,Morocco
G402,Middle East and Central Asia: Oil Importers,402,Middle East and Central Asia: Oil Importers,PAK,Pakistan,564,Pakistan
G402,Middle East and Central Asia: Oil Importers,402,Middle East and Central Asia: Oil Importers,SOM,Somalia,726,Somalia
G402,Middle East and Central Asia: Oil Importers,402,Middle East and Central Asia: Oil Importers,SDN,Sudan,732,Sudan
G402,Middle East and Central Asia: Oil Importers,402,Middle East and Central Asia: Oil Importers,SYR,Syrian Arab Republic,463,Syria
G402,Middle East and Central Asia: Oil Importers,402,Middle East and Central Asia: Oil Importers,TJK,"Tajikistan, Republic of",923,Tajikistan
G402,Middle East and Central Asia: Oil Importers,402,Middle East and Central Asia: Oil Importers,TUN,Tunisia,744,Tunisia
G402,Middle East and Central Asia: Oil Importers,402,Middle East and Central Asia: Oil Importers,UZB,"Uzbekistan, Republic of",927,Uzbekistan
G402,Middle East and Central Asia: Oil Importers,402,Middle East and Central Asia: Oil Importers,WBG,West Bank and Gaza,487,West Bank and Gaza
G402,Middle East and Central Asia: Oil Importers,402,Middle East and Central Asia: Oil Importers,YEM,"Yemen, Republic of",474,Yemen
G406,Middle East and North Africa (MENA),406,Middle East and North Africa,DZA,Algeria,612,Algeria
G406,Middle East and North Africa (MENA),406,Middle East and North Africa,BHR,"Bahrain, Kingdom of",419,Bahrain
G406,Middle East and North Africa (MENA),406,Middle East and North Africa,DJI,Djibouti,611,Djibouti
G406,Middle East and North Africa (MENA),406,Middle East and North Africa,EGY,"Egypt, Arab Republic of",469,Egypt
G406,Middle East and North Africa (MENA),406,Middle East and North Africa,IRN,"Iran, Islamic Republic of",429,Iran
G406,Middle East and North Africa (MENA),406,Middle East and North Africa,IRQ,Iraq,433,Iraq
G406,Middle East and North Africa (MENA),406,Middle East and North Africa,JOR,Jordan,439,Jordan
G406,Middle East and North Africa (MENA),406,Middle East and North Africa,KWT,Kuwait,443,Kuwait
G406,Middle East and North Africa (MENA),406,Middle East and North Africa,LBN,Lebanon,446,Lebanon
G406,Middle East and North Africa (MENA),406,Middle East and North Africa,LBY,Libya,672,Libya
G406,Middle East and North Africa (MENA),406,Middle East and North Africa,MRT,"Mauritania, Islamic Republic of",682,Mauritania
G406,Middle East and North Africa (MENA),406,Middle East and North Africa,MAR,Morocco,686,Morocco
G406,Middle East and North Africa (MENA),406,Middle East and North Africa,OMN,Oman,449,Oman
G406,Middle East and North Africa (MENA),406,Middle East and North Africa,QAT,Qatar,453,Qatar
G406,Middle East and North Africa (MENA),406,Middle East and North Africa,SAU,Saudi Arabia,456,Saudi Arabia
G406,Middle East and North Africa (MENA),406,Middle East and North Africa,SOM,Somalia,726,Somalia
G406,Middle East and North Africa (MENA),406,Middle East and North Africa,SDN,Sudan,732,Sudan
G406,Middle East and North Africa (MENA),406,Middle East and North Africa,SYR,Syrian Arab Republic,463,Syria
G406,Middle East and North Africa (MENA),406,Middle East and North Africa,TUN,Tunisia,744,Tunisia
G406,Middle East and North Africa (MENA),406,Middle East and North Africa,ARE,United Arab Emirates,466,United Arab Emirates
G406,Middle East and North Africa (MENA),406,Middle East and North Africa,WBG,West Bank and Gaza,487,West Bank and Gaza
G406,Middle East and North Africa (MENA),406,Middle East and North Africa,YEM,"Yemen, Republic of",474,Yemen
GX440,"Middle East, North Africa, Afghanistan, and Pakistan",440,"Middle East, North Africa, Afghanistan, and Pakistan",AFG,"Afghanistan, Islamic Republic of",512,Afghanistan
GX440,"Middle East, North Africa, Afghanistan, and Pakistan",440,"Middle East, North Africa, Afghanistan, and Pakistan",DZA,Algeria,612,Algeria
GX440,"Middle East, North Africa, Afghanistan, and Pakistan",440,"Middle East, North Africa, Afghanistan, and Pakistan",BHR,"Bahrain, Kingdom of",419,Bahrain
GX440,"Middle East, North Africa, Afghanistan, and Pakistan",440,"Middle East, North Africa, Afghanistan, and Pakistan",DJI,Djibouti,611,Djibouti
GX440,"Middle East, North Africa, Afghanistan, and Pakistan",440,"Middle East, North Africa, Afghanistan, and Pakistan",EGY,"Egypt, Arab Republic of",469,Egypt
GX440,"Middle East, North Africa, Afghanistan, and Pakistan",440,"Middle East, North Africa, Afghanistan, and Pakistan",IRN,"Iran, Islamic Republic of",429,Iran
GX440,"Middle East, North Africa, Afghanistan, and Pakistan",440,"Middle East, North Africa, Afghanistan, and Pakistan",IRQ,Iraq,433,Iraq
GX440,"Middle East, North Africa, Afghanistan, and Pakistan",440,"Middle East, North Africa, Afghanistan, and Pakistan",JOR,Jordan,439,Jordan
GX440,"Middle East, North Africa, Afghanistan, and Pakistan",440,"Middle East, North Africa, Afghanistan, and Pakistan",KWT,Kuwait,443,Kuwait
GX440,"Middle East, North Africa, Afghanistan, and Pakistan",440,"Middle East, North Africa, Afghanistan, and Pakistan",LBN,Lebanon,446,Lebanon
GX440,"Middle East, North Africa, Afghanistan, and Pakistan",440,"Middle East, North Africa, Afghanistan, and Pakistan",LBY,Libya,672,Libya
GX440,"Middle East, North Africa, Afghanistan, and Pakistan",440,"Middle East, North Africa, Afghanistan, and Pakistan",MRT,"Mauritania, Islamic Republic of",682,Mauritania
GX440,"Middle East, North Africa, Afghanistan, and Pakistan",440,"Middle East, North Africa, Afghanistan, and Pakistan",MAR,Morocco,686,Morocco
GX440,"Middle East, North Africa, Afghanistan, and Pakistan",440,"Middle East, North Africa, Afghanistan, and Pakistan",OMN,Oman,449,Oman
GX440,"Middle East, North Africa, Afghanistan, and Pakistan",440,"Middle East, North Africa, Afghanistan, and Pakistan",PAK,Pakistan,564,Pakistan
GX440,"Middle East, North Africa, Afghanistan, and Pakistan",440,"Middle East, North Africa, Afghanistan, and Pakistan",QAT,Qatar,453,Qatar
GX440,"Middle East, North Africa, Afghanistan, and Pakistan",440,"Middle East, North Africa, Afghanistan, and Pakistan",SAU,Saudi Arabia,456,Saudi Arabia
GX440,"Middle East, North Africa, Afghanistan, and Pakistan",440,"Middle East, North Africa, Afghanistan, and Pakistan",SOM,Somalia,726,Somalia
GX440,"Middle East, North Africa, Afghanistan, and Pakistan",440,"Middle East, North Africa, Afghanistan, and Pakistan",SDN,Sudan,732,Sudan
GX440,"Middle East, North Africa, Afghanistan, and Pakistan",440,"Middle East, North Africa, Afghanistan, and Pakistan",SYR,Syrian Arab Republic,463,Syria
GX440,"Middle East, North Africa, Afghanistan, and Pakistan",440,"Middle East, North Africa, Afghanistan, and Pakistan",TUN,Tunisia,744,Tunisia
GX440,"Middle East, North Africa, Afghanistan, and Pakistan",440,"Middle East, North Africa, Afghanistan, and Pakistan",ARE,United Arab Emirates,466,United Arab Emirates
GX440,"Middle East, North Africa, Afghanistan, and Pakistan",440,"Middle East, North Africa, Afghanistan, and Pakistan",WBG,West Bank and Gaza,487,West Bank and Gaza
GX440,"Middle East, North Africa, Afghanistan, and Pakistan",440,"Middle East, North Africa, Afghanistan, and Pakistan",YEM,"Yemen, Republic of",474,Yemen
G92031,North America,92031,North America (EXR) WEO,CAN,Canada,156,Canada
G92031,North America,92031,North America (EXR) WEO,MEX,Mexico,273,Mexico
G92031,North America,92031,North America (EXR) WEO,PRI,Puerto Rico,359,Puerto Rico
G92031,North America,92031,North America (EXR) WEO,USA,United States,111,United States
GX123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),AND,"Andorra, Principality of",171,Andorra
GX123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),AUS,Australia,193,Australia
GX123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),CZE,Czech Republic,935,Czech Republic
GX123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),DNK,Denmark,128,Denmark
GX123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),HKG,"Hong Kong Special Administrative Region, People's Republic of China",532,Hong Kong SAR
GX123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),ISL,Iceland,176,Iceland
GX123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),ISR,Israel,436,Israel
GX123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),KOR,"Korea, Republic of",542,Korea
GX123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),LIE,"Liechtenstein, Principality of",147,Liechtenstein
GX123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),MAC,"Macao Special Administrative Region, People's Republic of China",546,Macao SAR
GX123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),NZL,New Zealand,196,New Zealand
GX123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),NOR,Norway,142,Norway
GX123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),PRI,Puerto Rico,359,Puerto Rico
GX123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),SMR,"San Marino, Republic of",135,San Marino
GX123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),SGP,Singapore,576,Singapore
GX123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),SWE,Sweden,144,Sweden
GX123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),CHE,Switzerland,146,Switzerland
GX123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),123,Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),TWN,Taiwan Province of China,528,Taiwan Province of China
GX117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",AND,"Andorra, Principality of",171,Andorra
GX117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",AUS,Australia,193,Australia
GX117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",CAN,Canada,156,Canada
GX117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",CZE,Czech Republic,935,Czech Republic
GX117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",DNK,Denmark,128,Denmark
GX117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",HKG,"Hong Kong Special Administrative Region, People's Republic of China",532,Hong Kong SAR
GX117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",ISL,Iceland,176,Iceland
GX117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",ISR,Israel,436,Israel
GX117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",KOR,"Korea, Republic of",542,Korea
GX117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",LIE,"Liechtenstein, Principality of",147,Liechtenstein
GX117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",MAC,"Macao Special Administrative Region, People's Republic of China",546,Macao SAR
GX117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",NZL,New Zealand,196,New Zealand
GX117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",NOR,Norway,142,Norway
GX117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",PRI,Puerto Rico,359,Puerto Rico
GX117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",SMR,"San Marino, Republic of",135,San Marino
GX117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",SGP,Singapore,576,Singapore
GX117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",SWE,Sweden,144,Sweden
GX117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",CHE,Switzerland,146,Switzerland
GX117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",TWN,Taiwan Province of China,528,Taiwan Province of China
GX117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",117,"Other Advanced Economies (Advanced Economies excluding U.S., Euro Area countries, and Japan)",GBR,United Kingdom,112,United Kingdom
GX1518,Other Emerging and Developing Asia,1518,Other Emerging and Developing Asia,BGD,Bangladesh,513,Bangladesh
GX1518,Other Emerging and Developing Asia,1518,Other Emerging and Developing Asia,BTN,Bhutan,514,Bhutan
GX1518,Other Emerging and Developing Asia,1518,Other Emerging and Developing Asia,BRN,Brunei Darussalam,516,Brunei Darussalam
GX1518,Other Emerging and Developing Asia,1518,Other Emerging and Developing Asia,KHM,Cambodia,522,Cambodia
GX1518,Other Emerging and Developing Asia,1518,Other Emerging and Developing Asia,FJI,"Fiji, Republic of",819,Fiji
GX1518,Other Emerging and Developing Asia,1518,Other Emerging and Developing Asia,KIR,Kiribati,826,Kiribati
GX1518,Other Emerging and Developing Asia,1518,Other Emerging and Developing Asia,LAO,Lao People's Democratic Republic,544,Lao P.D.R.
GX1518,Other Emerging and Developing Asia,1518,Other Emerging and Developing Asia,MDV,Maldives,556,Maldives
GX1518,Other Emerging and Developing Asia,1518,Other Emerging and Developing Asia,MHL,"Marshall Islands, Republic of the",867,Marshall Islands
GX1518,Other Emerging and Developing Asia,1518,Other Emerging and Developing Asia,FSM,"Micronesia, Federated States of",868,Micronesia
GX1518,Other Emerging and Developing Asia,1518,Other Emerging and Developing Asia,MNG,Mongolia,948,Mongolia
GX1518,Other Emerging and Developing Asia,1518,Other Emerging and Developing Asia,MMR,Myanmar,518,Myanmar
GX1518,Other Emerging and Developing Asia,1518,Other Emerging and Developing Asia,NRU,"Nauru, Republic of",836,Nauru
GX1518,Other Emerging and Developing Asia,1518,Other Emerging and Developing Asia,NPL,Nepal,558,Nepal
GX1518,Other Emerging and Developing Asia,1518,Other Emerging and Developing Asia,PLW,"Palau, Republic of",565,Palau
GX1518,Other Emerging and Developing Asia,1518,Other Emerging and Developing Asia,PNG,Papua New Guinea,853,Papua New Guinea
GX1518,Other Emerging and Developing Asia,1518,Other Emerging and Developing Asia,WSM,Samoa,862,Samoa
GX1518,Other Emerging and Developing Asia,1518,Other Emerging and Developing Asia,SLB,Solomon Islands,813,Solomon Islands
GX1518,Other Emerging and Developing Asia,1518,Other Emerging and Developing Asia,LKA,Sri Lanka,524,Sri Lanka
GX1518,Other Emerging and Developing Asia,1518,Other Emerging and Developing Asia,TLS,"Timor-Leste, Democratic Republic of",537,Timor-Leste
GX1518,Other Emerging and Developing Asia,1518,Other Emerging and Developing Asia,TON,Tonga,866,Tonga
GX1518,Other Emerging and Developing Asia,1518,Other Emerging and Developing Asia,TUV,Tuvalu,869,Tuvalu
GX1518,Other Emerging and Developing Asia,1518,Other Emerging and Developing Asia,VUT,Vanuatu,846,Vanuatu
GX2041,South America (WEO),2041,South America (WEO),ARG,Argentina,213,Argentina
GX2041,South America (WEO),2041,South America (WEO),BOL,Bolivia,218,Bolivia
GX2041,South America (WEO),2041,South America (WEO),BRA,Brazil,223,Brazil
GX2041,South America (WEO),2041,South America (WEO),CHL,Chile,228,Chile
GX2041,South America (WEO),2041,South America (WEO),COL,Colombia,233,Colombia
GX2041,South America (WEO),2041,South America (WEO),ECU,Ecuador,248,Ecuador
GX2041,South America (WEO),2041,South America (WEO),PRY,Paraguay,288,Paraguay
GX2041,South America (WEO),2041,South America (WEO),PER,Peru,293,Peru
GX2041,South America (WEO),2041,South America (WEO),URY,Uruguay,298,Uruguay
GX2041,South America (WEO),2041,South America (WEO),VEN,"Venezuela, República Bolivariana de",299,Venezuela
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,AGO,Angola,614,Angola
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,BEN,Benin,638,Benin
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,BWA,Botswana,616,Botswana
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,BFA,Burkina Faso,748,Burkina Faso
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,BDI,Burundi,618,Burundi
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,CPV,Cabo Verde,624,Cabo Verde
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,CMR,Cameroon,622,Cameroon
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,CAF,Central African Republic,626,Central African Republic
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,TCD,Chad,628,Chad
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,COM,"Comoros, Union of the",632,Comoros
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,COD,"Congo, Democratic Republic of the",636,"Congo, Democratic Republic of the"
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,COG,"Congo, Republic of",634,"Congo, Republic of"
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,CIV,Côte d'Ivoire,662,Côte d'Ivoire
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,GNQ,"Equatorial Guinea, Republic of",642,Equatorial Guinea
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,ERI,"Eritrea, The State of",643,Eritrea
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,SWZ,"Eswatini, Kingdom of",734,Eswatini
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,ETH,"Ethiopia, The Federal Democratic Republic of",644,Ethiopia
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,GAB,Gabon,646,Gabon
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,GMB,"Gambia, The",648,"Gambia, The"
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,GHA,Ghana,652,Ghana
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,GIN,Guinea,656,Guinea
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,GNB,Guinea-Bissau,654,Guinea-Bissau
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,KEN,Kenya,664,Kenya
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,LSO,"Lesotho, Kingdom of",666,Lesotho
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,LBR,Liberia,668,Liberia
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,MDG,"Madagascar, Republic of",674,Madagascar
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,MWI,Malawi,676,Malawi
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,MLI,Mali,678,Mali
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,MUS,Mauritius,684,Mauritius
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,MOZ,"Mozambique, Republic of",688,Mozambique
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,NAM,Namibia,728,Namibia
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,NER,Niger,692,Niger
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,NGA,Nigeria,694,Nigeria
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,RWA,Rwanda,714,Rwanda
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,SEN,Senegal,722,Senegal
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,SYC,Seychelles,718,Seychelles
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,SLE,Sierra Leone,724,Sierra Leone
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,ZAF,South Africa,199,South Africa
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,STP,"São Tomé and Príncipe, Democratic Republic of",716,São Tomé and Príncipe
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,TZA,"Tanzania, United Republic of",738,Tanzania
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,TGO,Togo,742,Togo
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,UGA,Uganda,746,Uganda
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,ZMB,Zambia,754,Zambia
GX1603,Sub-Sahara Africa Excluding South Sudan,1603,Sub-Sahara Africa Excluding South Sudan,ZWE,Zimbabwe,698,Zimbabwe
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,AGO,Angola,614,Angola
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,BEN,Benin,638,Benin
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,BWA,Botswana,616,Botswana
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,BFA,Burkina Faso,748,Burkina Faso
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,BDI,Burundi,618,Burundi
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,CPV,Cabo Verde,624,Cabo Verde
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,CMR,Cameroon,622,Cameroon
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,CAF,Central African Republic,626,Central African Republic
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,TCD,Chad,628,Chad
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,COM,"Comoros, Union of the",632,Comoros
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,COD,"Congo, Democratic Republic of the",636,"Congo, Democratic Republic of the"
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,COG,"Congo, Republic of",634,"Congo, Republic of"
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,CIV,Côte d'Ivoire,662,Côte d'Ivoire
GX604,Sub-Sahara excl. Nigeria and South Africa,604,Sub-Sahara excl. Nigeria and South Africa,GNQ,"Equatorial Guinea, Republic of",642,Equatorial Guinea
