name,Agency ID,Resource ID,Latest Version,Unique ID
Portfolio Investment Positions by Counterpart Economy (formerly CPIS),IMF.STA,PIP,5.0.0,IMF.STA:PIP(5.0.0)
National Summary Data Page (NSDP),IMF.STA,NSDP,7.0.0,IMF.STA:NSDP(7.0.0)
WEO Live 2002 April,IMF.RES.WEO,WEO_LIVE_2002_APR_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2002_APR_VINTAGE(1.0.0)
GAS Live 2012 October Final,IMF.RES.GAS,GAS_LIVE_2012_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2012_OCT_FINAL_VINTAGE(1.0.0)
ISORA Latest Data,ISORA,ISORA_LATEST_DATA_PUB,4.0.0,ISORA:ISORA_LATEST_DATA_PUB(4.0.0)
GEE Live 2021 July GAS1,IMF.RES.GEE,GEE_LIVE_2021_JUL_GAS1_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2021_JUL_GAS1_VINTAGE(1.0.0)
WEO Live 2011 June,IMF.RES.WEO,WEO_LIVE_2011_JUN_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2011_JUN_VINTAGE(1.0.0)
International Investment Position (IIP),IMF.STA,IIP,13.0.0,IMF.STA:IIP(13.0.0)
GAS Live 2015 April Final,IMF.RES.GAS,GAS_LIVE_2015_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2015_APR_FINAL_VINTAGE(1.0.0)
Monetary Policy Frameworks Toolkit (MPFT),IMF.RES,MPFT,7.0.1,IMF.RES:MPFT(7.0.1)
GEE Live 2020 April GAS2b,IMF.RES.GEE,GEE_LIVE_2020_APR_GAS2B_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2020_APR_GAS2B_VINTAGE(1.0.0)
GEE Live 2018 April GAS3,IMF.RES.GEE,GEE_LIVE_2018_APR_GAS3_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2018_APR_GAS3_VINTAGE(1.0.0)
GEE Live 2004 September Final,IMF.RES.GEE,GEE_LIVE_2004_SEP_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2004_SEP_FINAL_VINTAGE(1.0.0)
WEO Live 2010 January,IMF.RES.WEO,WEO_LIVE_2010_JAN_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2010_JAN_VINTAGE(1.0.0)
Currency Composition of Official Foreign Exchange Reserves (COFER),IMF.STA,COFER,7.0.1,IMF.STA:COFER(7.0.1)
GEE Live 2011 September Final,IMF.RES.GEE,GEE_LIVE_2011_SEP_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2011_SEP_FINAL_VINTAGE(1.0.0)
Producer Price Index (PPI) 2026 January,IMF.STA,PPI_2026_JAN_VINTAGE,1.0.0,IMF.STA:PPI_2026_JAN_VINTAGE(1.0.0)
GAS Live 2025 April Final,IMF.RES.GAS,GAS_LIVE_2025_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2025_APR_FINAL_VINTAGE(1.0.0)
GAS Live 2021 January GAS1b,IMF.RES.GAS,GAS_LIVE_2021_JAN_GAS1B_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2021_JAN_GAS1B_VINTAGE(1.0.0)
WEO Live 2017 October,IMF.RES.WEO,WEO_LIVE_2017_OCT_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2017_OCT_VINTAGE(1.0.0)
"Monetary and Financial Statistics (MFS), Interest Rate",IMF.STA,MFS_IR,8.0.1,IMF.STA:MFS_IR(8.0.1)
"Unemployment rate by sex and age, seasonally adjusted series (Sub-annual)",ILO,DF_UNE_DEA1_SEX_AGE_RT,1.0,ILO:DF_UNE_DEA1_SEX_AGE_RT(1.0)
GEE Live 2017 April GAS3,IMF.RES.GEE,GEE_LIVE_2017_APR_GAS3_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2017_APR_GAS3_VINTAGE(1.0.0)
Production Indexes (PI) 2026 February,IMF.STA,PI_2026_FEB_VINTAGE,1.0.0,IMF.STA:PI_2026_FEB_VINTAGE(1.0.0)
Historical Public Debt (HPD),IMF.FAD,HPD,1.0.0,IMF.FAD:HPD(1.0.0)
GAS Live 2014 October Final,IMF.RES.GAS,GAS_LIVE_2014_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2014_OCT_FINAL_VINTAGE(1.0.0)
WEO Live 2024 October,IMF.RES.WEO,WEO_LIVE_2024_OCT_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2024_OCT_VINTAGE(1.0.0)
Methane Emissions in the Energy Sector,IMF.STA,MEES,2.0.0,IMF.STA:MEES(2.0.0)
Labor Statistics (LS) 2026 February,IMF.STA,LS_2026_FEB_VINTAGE,1.0.0,IMF.STA:LS_2026_FEB_VINTAGE(1.0.0)
WEO Live 2025 July,IMF.RES.WEO,WEO_LIVE_2025_JUL_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2025_JUL_VINTAGE(1.0.0)
WEO Live 2017 April,IMF.RES.WEO,WEO_LIVE_2017_APR_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2017_APR_VINTAGE(1.0.0)
"Monetary and Financial Statistics (MFS), Financial Corporations 2026 February",IMF.STA,MFS_FC_2026_FEB_VINTAGE,1.0.0,IMF.STA:MFS_FC_2026_FEB_VINTAGE(1.0.0)
GEE Live 2021 January GAS1,IMF.RES.GEE,GEE_LIVE_2021_JAN_GAS1_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2021_JAN_GAS1_VINTAGE(1.0.0)
Sustainable Bonds by Type of Issuer,IMF.STA,ESG_FINANCE_ISSUER,2.0.3,IMF.STA:ESG_FINANCE_ISSUER(2.0.3)
GEE Live 2008 April Final,IMF.RES.GEE,GEE_LIVE_2008_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2008_APR_FINAL_VINTAGE(1.0.0)
GEE Live 2015 January Final,IMF.RES.GEE,GEE_LIVE_2015_JAN_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2015_JAN_FINAL_VINTAGE(1.0.0)
Persons outside the labour force by sex and age,ILO,DF_EIP_TEIP_SEX_AGE_NB,1.0,ILO:DF_EIP_TEIP_SEX_AGE_NB(1.0)
GEE Live 2023 April GAS3b,IMF.RES.GEE,GEE_LIVE_2023_APR_GAS3B_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2023_APR_GAS3B_VINTAGE(1.0.0)
International Investment Position (IIP) 2026 February,IMF.STA,IIP_2026_FEB_VINTAGE,1.0.0,IMF.STA:IIP_2026_FEB_VINTAGE(1.0.0)
Forward Looking Transition Risk Indicators,IMF.STA,FLTRI,2.0.1,IMF.STA:FLTRI(2.0.1)
GEE Live 2003 April Final,IMF.RES.GEE,GEE_LIVE_2003_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2003_APR_FINAL_VINTAGE(1.0.0)
WEO Live 2010 July,IMF.RES.WEO,WEO_LIVE_2010_JUL_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2010_JUL_VINTAGE(1.0.0)
GEE Live 2022 January GAS1c,IMF.RES.GEE,GEE_LIVE_2022_JAN_GAS1C_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2022_JAN_GAS1C_VINTAGE(1.0.0)
GAS Live 2020 April Final,IMF.RES.GAS,GAS_LIVE_2020_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2020_APR_FINAL_VINTAGE(1.0.0)
GEE Live 2022 July GAS1b,IMF.RES.GEE,GEE_LIVE_2022_JUL_GAS1B_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2022_JUL_GAS1B_VINTAGE(1.0.0)
GEE Live 2018 October GAS3,IMF.RES.GEE,GEE_LIVE_2018_OCT_GAS3_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2018_OCT_GAS3_VINTAGE(1.0.0)
GAS Live 2013 April Final,IMF.RES.GAS,GAS_LIVE_2013_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2013_APR_FINAL_VINTAGE(1.0.0)
WEO Live 1994 May,IMF.RES.WEO,WEO_LIVE_1994_MAY_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_1994_MAY_VINTAGE(1.0.0)
WEO Live 1997 October,IMF.RES.WEO,WEO_LIVE_1997_OCT_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_1997_OCT_VINTAGE(1.0.0)
GAS Live 2012 January GAS1,IMF.RES.GAS,GAS_LIVE_2012_JAN_GAS1_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2012_JAN_GAS1_VINTAGE(1.0.0)
GAS Live 2013 January GAS1,IMF.RES.GAS,GAS_LIVE_2013_JAN_GAS1_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2013_JAN_GAS1_VINTAGE(1.0.0)
GEE Live 2009 October Final,IMF.RES.GEE,GEE_LIVE_2009_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2009_OCT_FINAL_VINTAGE(1.0.0)
Sustainable Bonds,IMF.STA,ESG_FINANCE,2.0.3,IMF.STA:ESG_FINANCE(2.0.3)
GAS Live 2017 October GAS2,IMF.RES.GAS,GAS_LIVE_2017_OCT_GAS2_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2017_OCT_GAS2_VINTAGE(1.0.0)
"Monetary and Financial Statistics (MFS), Monetary Aggregates 2026 February",IMF.STA,MFS_MA_2026_FEB_VINTAGE,1.0.0,IMF.STA:MFS_MA_2026_FEB_VINTAGE(1.0.0)
Fiscal Space Assessment (FSA),IMF.SPR,FSA,2.0.1,IMF.SPR:FSA(2.0.1)
GAS Live 2025 October GAS3,IMF.RES.GAS,GAS_LIVE_2025_OCT_GAS3_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2025_OCT_GAS3_VINTAGE(1.0.0)
Tax and Benefits Analysis Tool (TAXFIT),IMF.FAD,TAXFIT,3.0.1,IMF.FAD:TAXFIT(3.0.1)
GEE Live 2014 April GAS3,IMF.RES.GEE,GEE_LIVE_2014_APR_GAS3_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2014_APR_GAS3_VINTAGE(1.0.0)
WEO Live 1994 October,IMF.RES.WEO,WEO_LIVE_1994_OCT_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_1994_OCT_VINTAGE(1.0.0)
WEO Live 2016 April,IMF.RES.WEO,WEO_LIVE_2016_APR_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2016_APR_VINTAGE(1.0.0)
GAS Live 2013 October GAS3,IMF.RES.GAS,GAS_LIVE_2013_OCT_GAS3_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2013_OCT_GAS3_VINTAGE(1.0.0)
GAS Live 2019 April GAS2,IMF.RES.GAS,GAS_LIVE_2019_APR_GAS2_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2019_APR_GAS2_VINTAGE(1.0.0)
GEE Live 2022 October GAS3,IMF.RES.GEE,GEE_LIVE_2022_OCT_GAS3_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2022_OCT_GAS3_VINTAGE(1.0.0)
International Trade in Services (ITS),IMF.RES,ITS,3.0.1,IMF.RES:ITS(3.0.1)
GAS Live 2020 April GAS2,IMF.RES.GAS,GAS_LIVE_2020_APR_GAS2_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2020_APR_GAS2_VINTAGE(1.0.0)
GEE Live 2019 April Final,IMF.RES.GEE,GEE_LIVE_2019_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2019_APR_FINAL_VINTAGE(1.0.0)
GEE Live 2015 July GAS1,IMF.RES.GEE,GEE_LIVE_2015_JUL_GAS1_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2015_JUL_GAS1_VINTAGE(1.0.0)
Government Policy Indicators (GPI),IMF.STA,GPI,3.0.1,IMF.STA:GPI(3.0.1)
GEE Live 2015 January GAS1b,IMF.RES.GEE,GEE_LIVE_2015_JAN_GAS1B_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2015_JAN_GAS1B_VINTAGE(1.0.0)
Gender Statistics (GS) Education,IMF.STA,GS_ED,3.0.0,IMF.STA:GS_ED(3.0.0)
WEO Live 2014 April (ICP2011PPP Weights),IMF.RES.WEO,WEO_LIVE_2014_APR_ICP2011PPP_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2014_APR_ICP2011PPP_VINTAGE(1.0.0)
"Monetary and Financial Statistics (MFS), Central Bank Data",IMF.STA,MFS_CBS,24.0.0,IMF.STA:MFS_CBS(24.0.0)
"Monetary and Financial Statistics (MFS), Other Financial Corporations",IMF.STA,MFS_OFC,7.0.0,IMF.STA:MFS_OFC(7.0.0)
GEE Live 2017 July GAS1,IMF.RES.GEE,GEE_LIVE_2017_JUL_GAS1_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2017_JUL_GAS1_VINTAGE(1.0.0)
"Monetary and Financial Statistics (MFS), Non-Standard Data",IMF.STA,MFS_NSRF,1.0.3,IMF.STA:MFS_NSRF(1.0.3)
Fund Accounts (FA),IMF.STA,FA,8.0.0,IMF.STA:FA(8.0.0)
GAS Live 2023 October GAS3,IMF.RES.GAS,GAS_LIVE_2023_OCT_GAS3_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2023_OCT_GAS3_VINTAGE(1.0.0)
HICP - item weights,ESTAT,PRC_HICP_INW,1.0,ESTAT:PRC_HICP_INW(1.0)
GEE Live 2015 October Final,IMF.RES.GEE,GEE_LIVE_2015_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2015_OCT_FINAL_VINTAGE(1.0.0)
Special Purpose Entities (SPEs) 2026 January,IMF.STA,SPE_2026_JAN_VINTAGE,1.0.0,IMF.STA:SPE_2026_JAN_VINTAGE(1.0.0)
WEO Live 2024 July (ICP2021PPP Weights),IMF.RES.WEO,WEO_LIVE_2024_JUL_ICP2021PPP_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2024_JUL_ICP2021PPP_VINTAGE(1.0.0)
GEE Live 2024 October GAS3,IMF.RES.GEE,GEE_LIVE_2024_OCT_GAS3_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2024_OCT_GAS3_VINTAGE(1.0.0)
GAS Live 2018 October Final,IMF.RES.GAS,GAS_LIVE_2018_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2018_OCT_FINAL_VINTAGE(1.0.0)
Financial Development Index (FDI),IMF.MCM,FDI,1.0.0,IMF.MCM:FDI(1.0.0)
Government Environmental Protection Expenditures,IMF.STA,GENENVPROEXP,1.0.2,IMF.STA:GENENVPROEXP(1.0.2)
Combined rate of unemployment and potential labour force (LU3) by sex and age,ILO,DF_LUU_XLU3_SEX_AGE_RT,1.0,ILO:DF_LUU_XLU3_SEX_AGE_RT(1.0)
WEO Live 2010 October,IMF.RES.WEO,WEO_LIVE_2010_OCT_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2010_OCT_VINTAGE(1.0.0)
WEO Live 2024 January,IMF.RES.WEO,WEO_LIVE_2024_JAN_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2024_JAN_VINTAGE(1.0.0)
"Consumer Price Index (CPI), World and Country Aggregates (CPI_WCA) 2026 February",IMF.STA,CPI_WCA_2026_FEB_VINTAGE,1.0.0,IMF.STA:CPI_WCA_2026_FEB_VINTAGE(1.0.0)
GEE Live 2018 October Final,IMF.RES.GEE,GEE_LIVE_2018_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2018_OCT_FINAL_VINTAGE(1.0.0)
GAS Live 2017 April GAS2,IMF.RES.GAS,GAS_LIVE_2017_APR_GAS2_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2017_APR_GAS2_VINTAGE(1.0.0)
WEO Live 1997 May,IMF.RES.WEO,WEO_LIVE_1997_MAY_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_1997_MAY_VINTAGE(1.0.0)
GEE Live 2018 April GAS2,IMF.RES.GEE,GEE_LIVE_2018_APR_GAS2_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2018_APR_GAS2_VINTAGE(1.0.0)
GEE Live 2013 July GAS1,IMF.RES.GEE,GEE_LIVE_2013_JUL_GAS1_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2013_JUL_GAS1_VINTAGE(1.0.0)
Investment and Capital Stock Dataset (ICSD),IMF.FAD,ICSD,1.0.0,IMF.FAD:ICSD(1.0.0)
GEE Live 2019 October Final,IMF.RES.GEE,GEE_LIVE_2019_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2019_OCT_FINAL_VINTAGE(1.0.0)
GEE Live 2018 January GAS1b,IMF.RES.GEE,GEE_LIVE_2018_JAN_GAS1B_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2018_JAN_GAS1B_VINTAGE(1.0.0)
"Monetary and Financial Statistics (MFS), Financial Corporations",IMF.STA,MFS_FC,9.0.0,IMF.STA:MFS_FC(9.0.0)
WEO Live 2002 September,IMF.RES.WEO,WEO_LIVE_2002_SEP_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2002_SEP_VINTAGE(1.0.0)
GAS Live 2022 April GAS2,IMF.RES.GAS,GAS_LIVE_2022_APR_GAS2_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2022_APR_GAS2_VINTAGE(1.0.0)
Direct Investment Positions by Counterpart Economy (formerly CDIS),IMF.STA,DIP,12.0.1,IMF.STA:DIP(12.0.1)
WEO Live 2018 July,IMF.RES.WEO,WEO_LIVE_2018_JUL_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2018_JUL_VINTAGE(1.0.0)
GEE Live 2026 April GAS2,IMF.RES.GEE,GEE_LIVE_2026_APR_GAS2_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2026_APR_GAS2_VINTAGE(1.0.0)
International Liquidity (IL) 2026 January,IMF.STA,IL_2026_JAN_VINTAGE,1.0.0,IMF.STA:IL_2026_JAN_VINTAGE(1.0.0)
"Gender Statistics (GS) Social, demographic and other",IMF.STA,GS_SDO,1.0.0,IMF.STA:GS_SDO(1.0.0)
GAS Live 2022 April Final,IMF.RES.GAS,GAS_LIVE_2022_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2022_APR_FINAL_VINTAGE(1.0.0)
GEE Live 2016 April GAS3,IMF.RES.GEE,GEE_LIVE_2016_APR_GAS3_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2016_APR_GAS3_VINTAGE(1.0.0)
GEE Live 2020 June GAS1,IMF.RES.GEE,GEE_LIVE_2020_JUN_GAS1_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2020_JUN_GAS1_VINTAGE(1.0.0)
GFS Statement of Sources and Uses of Cash,IMF.STA,GFS_SSUC,10.0.0,IMF.STA:GFS_SSUC(10.0.0)
GEE Live 2014 April GAS2,IMF.RES.GEE,GEE_LIVE_2014_APR_GAS2_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2014_APR_GAS2_VINTAGE(1.0.0)
"National Economic Accounts (NEA), Quarterly Data",IMF.STA,QNEA,7.0.0,IMF.STA:QNEA(7.0.0)
GAS Live 2021 October GAS3,IMF.RES.GAS,GAS_LIVE_2021_OCT_GAS3_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2021_OCT_GAS3_VINTAGE(1.0.0)
GAS Live 2011 June GAS1,IMF.RES.GAS,GAS_LIVE_2011_JUN_GAS1_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2011_JUN_GAS1_VINTAGE(1.0.0)
GAS Live 2015 October Final,IMF.RES.GAS,GAS_LIVE_2015_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2015_OCT_FINAL_VINTAGE(1.0.0)
"Financial Soundness Indicators (FSI), Balance Sheet, Income Statement and Memorandum Series",IMF.STA,FSIBSIS,18.0.0,IMF.STA:FSIBSIS(18.0.0)
WEO Live 2003 October,IMF.RES.WEO,WEO_LIVE_2003_OCT_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2003_OCT_VINTAGE(1.0.0)
GEE Live 2020 October GAS3,IMF.RES.GEE,GEE_LIVE_2020_OCT_GAS3_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2020_OCT_GAS3_VINTAGE(1.0.0)
WEO Live 2022 April,IMF.RES.WEO,WEO_LIVE_2022_APR_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2022_APR_VINTAGE(1.0.0)
GEE Live 2020 April Final,IMF.RES.GEE,GEE_LIVE_2020_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2020_APR_FINAL_VINTAGE(1.0.0)
WEO Live 2004 September,IMF.RES.WEO,WEO_LIVE_2004_SEP_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2004_SEP_VINTAGE(1.0.0)
GEE Live 2026 January Final,IMF.RES.GEE,GEE_LIVE_2026_JAN_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2026_JAN_FINAL_VINTAGE(1.0.0)
GEE Live 2016 April GAS2,IMF.RES.GEE,GEE_LIVE_2016_APR_GAS2_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2016_APR_GAS2_VINTAGE(1.0.0)
GAS Live 2015 April GAS2,IMF.RES.GAS,GAS_LIVE_2015_APR_GAS2_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2015_APR_GAS2_VINTAGE(1.0.0)
GAS Live 2015 January GAS1b,IMF.RES.GAS,GAS_LIVE_2015_JAN_GAS1B_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2015_JAN_GAS1B_VINTAGE(1.0.0)
GAS Live 2021 July GAS1,IMF.RES.GAS,GAS_LIVE_2021_JUL_GAS1_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2021_JUL_GAS1_VINTAGE(1.0.0)
Producer Price Index (PPI),IMF.STA,PPI,3.0.0,IMF.STA:PPI(3.0.0)
WTO-IMF Tariff Tracker (WTOIMFTT),WTO,WTOIMFTT,3.0.0,WTO:WTOIMFTT(3.0.0)
GAS Live 2023 April Final,IMF.RES.GAS,GAS_LIVE_2023_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2023_APR_FINAL_VINTAGE(1.0.0)
World Revenue Longitudinal Database (WoRLD),IMF.FAD,WORLD,3.0.1,IMF.FAD:WORLD(3.0.1)
Gender Statistics (GS) Leadership and empowerment (LEPM),IMF.STA,GS_LEPM,2.0.0,IMF.STA:GS_LEPM(2.0.0)
GAS Live 2016 April Final,IMF.RES.GAS,GAS_LIVE_2016_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2016_APR_FINAL_VINTAGE(1.0.0)
GEE Live 2024 April GAS2,IMF.RES.GEE,GEE_LIVE_2024_APR_GAS2_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2024_APR_GAS2_VINTAGE(1.0.0)
WEO Live 1996 May,IMF.RES.WEO,WEO_LIVE_1996_MAY_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_1996_MAY_VINTAGE(1.0.0)
GAS Live 2019 October GAS3b,IMF.RES.GAS,GAS_LIVE_2019_OCT_GAS3B_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2019_OCT_GAS3B_VINTAGE(1.0.0)
GAS Live 2019 January GAS1,IMF.RES.GAS,GAS_LIVE_2019_JAN_GAS1_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2019_JAN_GAS1_VINTAGE(1.0.0)
GEE Live 2019 October GAS3b,IMF.RES.GEE,GEE_LIVE_2019_OCT_GAS3B_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2019_OCT_GAS3B_VINTAGE(1.0.0)
GEE Live 2017 January GAS1,IMF.RES.GEE,GEE_LIVE_2017_JAN_GAS1_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2017_JAN_GAS1_VINTAGE(1.0.0)
WEO Live 2012 July,IMF.RES.WEO,WEO_LIVE_2012_JUL_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2012_JUL_VINTAGE(1.0.0)
Consumer Price Index (CPI) 2026 February,IMF.STA,CPI_2026_FEB_VINTAGE,2.0.0,IMF.STA:CPI_2026_FEB_VINTAGE(2.0.0)
GAS Live 2020 June GAS1,IMF.RES.GAS,GAS_LIVE_2020_JUN_GAS1_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2020_JUN_GAS1_VINTAGE(1.0.0)
WEO Live 1999 April,IMF.RES.WEO,WEO_LIVE_1999_APR_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_1999_APR_VINTAGE(1.0.0)
GAS Live 2005 April Final,IMF.RES.GAS,GAS_LIVE_2005_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2005_APR_FINAL_VINTAGE(1.0.0)
GEE Live 2012 October Final,IMF.RES.GEE,GEE_LIVE_2012_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2012_OCT_FINAL_VINTAGE(1.0.0)
GEE Live 2021 October GAS2,IMF.RES.GEE,GEE_LIVE_2021_OCT_GAS2_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2021_OCT_GAS2_VINTAGE(1.0.0)
GAS Live 2024 April GAS2,IMF.RES.GAS,GAS_LIVE_2024_APR_GAS2_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2024_APR_GAS2_VINTAGE(1.0.0)
GAS Live 2013 April GAS2,IMF.RES.GAS,GAS_LIVE_2013_APR_GAS2_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2013_APR_GAS2_VINTAGE(1.0.0)
GAS Live 2022 October Final,IMF.RES.GAS,GAS_LIVE_2022_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2022_OCT_FINAL_VINTAGE(1.0.0)
GEE Live 2017 July Final,IMF.RES.GEE,GEE_LIVE_2017_JUL_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2017_JUL_FINAL_VINTAGE(1.0.0)
GAS Live 2012 January GAS0,IMF.RES.GAS,GAS_LIVE_2012_JAN_GAS0_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2012_JAN_GAS0_VINTAGE(1.0.0)
GEE Live 2022 October Final,IMF.RES.GEE,GEE_LIVE_2022_OCT_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2022_OCT_FINAL_VINTAGE(1.0.0)
GAS Live 2011 September Final,IMF.RES.GAS,GAS_LIVE_2011_SEP_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2011_SEP_FINAL_VINTAGE(1.0.0)
GEE Live 2022 April GAS2,IMF.RES.GEE,GEE_LIVE_2022_APR_GAS2_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2022_APR_GAS2_VINTAGE(1.0.0)
